First Name,Last Name,Party,Region,latitude,longitude,Province,Municipality.City,Position,Year,fat
MELINDA,CHAVEZ,UNA/AI,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
BERNARDINO,CHICHIRITA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,MINA,COUNCILOR,2007,0
BERNARDINO,CHICHIRITA,LP,REGION VI,11,122.6667,ILOILO,MINA,COUNCILOR,2004,0
BERNARDINO,CHICHIRITA,LP,REGION VI,11,122.6667,ILOILO,,VICE MAYOR,2013,0
BENARDINO,CHICHIRITA,LP,REGION VI,11,122.6667,ILOILO,MINA,VICE MAYOR,2016,0
SERAFIN,CLAVEL,IND.,REGION VI,11,122.6667,ILOILO,OTON,COUNCILOR,2010,0
ABELARDO,CLOMA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,CABATUAN,COUNCILOR,2007,0
ABELARDO,CLOMA,LKS-KAM,REGION VI,11,122.6667,ILOILO,CABATUAN,COUNCILOR,2010,0
EDUARDO,CLOMA,LP,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
ABELARDO,CLOMA,UGYON PARTY,REGION VI,11,122.6667,ILOILO,CABATUAN,COUNCILOR,2004,0
ANGELO,COLACION,LP,REGION VI,11,122.6667,ILOILO,BADIANGAN,COUNCILOR,2016,0
ANGELO,COLACION,UNA/AI,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
TERESITA,COLADA,KAMPI,REGION VI,11,122.6667,ILOILO,JANIUAY,COUNCILOR,2004,0
CECILIA,COLADA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,JANIUAY,COUNCILOR,2007,1
TERESITA,COLADA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,JANIUAY,COUNCILOR,2007,1
EDGARDO,COLENDRES,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,BATAD,COUNCILOR,2004,0
SUSAN,COLENDRES,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,BATAD,COUNCILOR,2007,0
SUSAN,COLENDRES,LP,REGION VI,11,122.6667,ILOILO,BATAD,COUNCILOR,2016,0
SUSAN,COLENDRES,NP,REGION VI,11,122.6667,ILOILO,BATAD,COUNCILOR,2010,0
NESTOR,COLMENARES,KAMPI,REGION VI,11,122.6667,ILOILO,BALASAN,COUNCILOR,2007,0
NESTOR,COLMENARES,LDP,REGION VI,11,122.6667,ILOILO,BALASAN,VICE MAYOR,2004,0
NESTOR,COLMENARES,LKS-KAM,REGION VI,11,122.6667,ILOILO,BALASAN,COUNCILOR,2010,0
RONELO,COMPAS,KAMPI,REGION VI,11,122.6667,ILOILO,BINGAWAN,COUNCILOR,2007,0
RONELO,COMPAS,LP,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
RONELO,COMPAS,UGYON PARTY,REGION VI,11,122.6667,ILOILO,BINGAWAN,COUNCILOR,2004,0
REMIE,CONTE,IND.,REGION VI,11,122.6667,ILOILO,SAN ENRIQUE,COUNCILOR,2010,0
FRAULIN,CORDERO,IND,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,1
RHAYLAN,CORDERO,IND,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,1
APOLLO PATRICIO,CORDERO,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,POTOTAN,COUNCILOR,2004,1
THADDEUS,CORDERO,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,SAN ENRIQUE,COUNCILOR,2007,1
RENE,CORDERO,LDP,REGION VI,11,122.6667,ILOILO,ESTANCIA,MAYOR,2004,1
ALBERT,CORDERO,LKS-KAM,REGION VI,11,122.6667,ILOILO,POTOTAN,COUNCILOR,2010,1
RENE,CORDERO,LKS-KAM,REGION VI,11,122.6667,ILOILO,ESTANCIA,MAYOR,2010,1
FRAULIN,CORDERO,LP,REGION VI,11,122.6667,ILOILO,POTOTAN,COUNCILOR,2007,1
ROLANDO,CORDERO,LP,REGION VI,11,122.6667,ILOILO,,VICE MAYOR,2013,1
FRAULIN,CORDERO,LP,REGION VI,11,122.6667,ILOILO,POTOTAN,COUNCILOR,2016,1
MARK JOSEPH,CORDERO,LP,REGION VI,11,122.6667,ILOILO,ESTANCIA,COUNCILOR,2016,1
RENE,CORDERO,LP,REGION VI,11,122.6667,ILOILO,ESTANCIA,MAYOR,2016,1
RHAYLAN,CORDERO,LP,REGION VI,11,122.6667,ILOILO,SAN ENRIQUE,COUNCILOR,2016,1
THADDEUS,CORDERO,NP,REGION VI,11,122.6667,ILOILO,SAN ENRIQUE,COUNCILOR,2010,1
FRAULIN,CORDERO,PMP,REGION VI,11,122.6667,ILOILO,POTOTAN,COUNCILOR,2004,1
ROLANDO,CORDERO,UGYON PARTY,REGION VI,11,122.6667,ILOILO,SAN ENRIQUE,COUNCILOR,2004,1
RENE,CORDERO,UNA/AI,REGION VI,11,122.6667,ILOILO,,MAYOR,2013,1
HUMBERTO JR.,CORVERA,LP,REGION VI,11,122.6667,ILOILO,CARLES,COUNCILOR,2016,0
CELSO,CUELLO,IND,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
CELSO,CUELLO,IND.,REGION VI,11,122.6667,ILOILO,CABATUAN,COUNCILOR,2010,0
EVANGELINE,DABLEO,LKS-KAM,REGION VI,11,122.6667,ILOILO,MINA,VICE MAYOR,2010,0
EVANGELINE,DABLEO,LP,REGION VI,11,122.6667,ILOILO,MINA,VICE MAYOR,2004,0
EVANGELINE,DABLEO,LP,REGION VI,11,122.6667,ILOILO,MINA,VICE MAYOR,2007,0
GERMAINE,DABLEO,UNA,REGION VI,11,122.6667,ILOILO,MINA,COUNCILOR,2016,0
VALENTINE,DABUCO,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,DINGLE,COUNCILOR,2004,0
EDUARDO,DALIPE,IND,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
EDUARDO,DALIPE,NUP,REGION VI,11,122.6667,ILOILO,BINGAWAN,COUNCILOR,2016,0
ROMANA LOURDES,DALMACIO,INDEPENDENT,REGION VI,11,122.6667,ILOILO,IGBARAS,COUNCILOR,2007,0
POLICARPIO,DAPAT,KAMPI,REGION VI,11,122.6667,ILOILO,SAN ENRIQUE,COUNCILOR,2007,0
POLICARPIO,DAPAT,LP,REGION VI,11,122.6667,ILOILO,SAN ENRIQUE,COUNCILOR,2010,0
POLICARPIO,DAPAT,LP,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
FLORENCIO,DASILAO,LP,REGION VI,11,122.6667,ILOILO,BAROTAC VIEJO,COUNCILOR,2007,0
FLORENCIO,DASILAO,LP,REGION VI,11,122.6667,ILOILO,BAROTAC VIEJO,COUNCILOR,2010,0
FLORENCIO,DASILAO,UGYON PARTY,REGION VI,11,122.6667,ILOILO,BAROTAC VIEJO,COUNCILOR,2004,0
CHERRIE ANN,DATO-ON,NPC,REGION VI,11,122.6667,ILOILO,MINA,COUNCILOR,2004,0
ROLINDA,DE JULIAN,LP,REGION VI,11,122.6667,ILOILO,CONCEPCION,COUNCILOR,2016,0
GUILLERMO,DE LA LLANA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,ILOILO CITY,VICE MAYOR,2004,0
RENE,DE LA PENA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2007,0
RENE,DE LA PENA,NP,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2010,0
RENE,DE LA PEÃ‘A,UNA/AI,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
ROLANDO,DE LA ROSA,LP,REGION VI,11,122.6667,ILOILO,PAVIA,COUNCILOR,2016,0
MELVIN,DE LOS REYES,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,SAN RAFAEL,COUNCILOR,2007,0
MELVIN,DE LOS REYES,LKS-KAM,REGION VI,11,122.6667,ILOILO,SAN RAFAEL,COUNCILOR,2010,0
JOSE,DE PAULA,IND,REGION VI,11,122.6667,ILOILO,JANIUAY,MAYOR,2016,0
FRITZ GERALD,DE VICENTE,IND,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
FRITZ GERALD,DE VICENTE,IND,REGION VI,11,122.6667,ILOILO,SAN ENRIQUE,COUNCILOR,2016,0
LARRY,DEATRAS,LKS-KAM,REGION VI,11,122.6667,ILOILO,SANTA BARBARA,COUNCILOR,2010,0
LARRY,DEATRAS,LP,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
LARRY,DEATRAS,UGYON PARTY,REGION VI,11,122.6667,ILOILO,SANTA BARBARA,COUNCILOR,2004,0
MA. TERESA,DEBUQUE,AI,REGION VI,11,122.6667,ILOILO,ANILAO,VICE MAYOR,2016,1
NATHALIE ANN,DEBUQUE,AI,REGION VI,11,122.6667,ILOILO,ANILAO,MAYOR,2016,1
JOEL,DEBUQUE,KAMPI,REGION VI,11,122.6667,ILOILO,ANILAO,MAYOR,2004,0
JOEL,DEBUQUE,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,ANILAO,MAYOR,2007,0
MA. TERESA,DEBUQUE,NP,REGION VI,11,122.6667,ILOILO,ANILAO,MAYOR,2010,0
MA. TERESA,DEBUQUE,UNA,REGION VI,11,122.6667,ILOILO,,MAYOR,2013,0
SERAFIN,DEDURO,LP,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2010,0
ARTHUR,DEFENSOR,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,,"MEMBER, HOUSE OF REPRESENTATIVES",2004,1
JOHN MICHAEL,DEFENSOR,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,MINA,COUNCILOR,2004,1
ARTHUR,DEFENSOR,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,,PROVINCIAL BOARD MEMBER,2007,1
ARTHUR,DEFENSOR,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,,"MEMBER, HOUSE OF REPRESENTATIVES",2007,1
ARTHUR,DEFENSOR,LKS-KAM,REGION VI,11,122.6667,ILOILO,,"MEMBER, HOUSE OF REPRESENTATIVES",2010,1
ARTHUR,DEFENSOR,LKS-KAM,REGION VI,11,122.6667,ILOILO,,GOVERNOR,2010,1
ARTHUR,DEFENSOR,LP,REGION VI,11,122.6667,ILOILO,,GOVERNOR,2013,1
ARTHUR,DEFENSOR,LP,REGION VI,11,122.6667,ILOILO,,"MEMBER, HOUSE OF REPRESENTATIVES",2013,1
ARTHUR JR.,DEFENSOR,LP,REGION VI,11,122.6667,ILOILO,,"MEMBER, HOUSE OF REPRESENTATIVES",2016,1
ARTHUR SR.,DEFENSOR,LP,REGION VI,11,122.6667,ILOILO,,GOVERNOR,2016,1
LORENZ,DEFENSOR,LP,REGION VI,11,122.6667,ILOILO,,PROVINCIAL BOARD MEMBER,2016,1
ROSE KAREEN,DEFENSOR,LP,REGION VI,11,122.6667,ILOILO,MINA,COUNCILOR,2016,1
LARRY,DEL CAMPO,IND,REGION VI,11,122.6667,ILOILO,JANIUAY,COUNCILOR,2016,0
LARRY,DEL CAMPO,KAMPI,REGION VI,11,122.6667,ILOILO,JANIUAY,COUNCILOR,2004,0
LARRY,DEL CAMPO,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,JANIUAY,COUNCILOR,2007,0
NERLY,DEL CASTILLO,KAMPI,REGION VI,11,122.6667,ILOILO,SARA,COUNCILOR,2007,0
EDDIE,DEL CASTILLO,LDP,REGION VI,11,122.6667,ILOILO,SARA,COUNCILOR,2004,0
NELSON,DELES,KAMPI,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2004,0
NELSON,DELES,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2007,0
NELSON,DELES,NP,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2010,0
GEORGE,DELGADO,INDEPENDENT,REGION VI,11,122.6667,ILOILO,SAN MIGUEL,COUNCILOR,2004,1
RODULFO,DELGADO,KAMPI,REGION VI,11,122.6667,ILOILO,SANTA BARBARA,VICE MAYOR,2007,1
RODULFO,DELGADO,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,SANTA BARBARA,VICE MAYOR,2004,1
GEORGE,DELGADO,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,SAN MIGUEL,COUNCILOR,2007,1
SERAFIN,DELGADO,LDP,REGION VI,11,122.6667,ILOILO,ESTANCIA,COUNCILOR,2004,1
SERAFIN,DELGADO,LP,REGION VI,11,122.6667,ILOILO,ESTANCIA,COUNCILOR,2007,1
GEORGE,DELGADO,NP,REGION VI,11,122.6667,ILOILO,SAN MIGUEL,COUNCILOR,2010,0
WINNIE,DELICANA,LDP,REGION VI,11,122.6667,ILOILO,SAN RAFAEL,COUNCILOR,2004,0
MELVIN,DELOS REYES,LP,REGION VI,11,122.6667,ILOILO,,VICE MAYOR,2013,0
GEORGE,DEMAISIP,AI,REGION VI,11,122.6667,ILOILO,BAROTAC NUEVO,VICE MAYOR,2016,0
GEORGE,DEMAISIP,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,,PROVINCIAL BOARD MEMBER,2007,0
GEORGE,DEMAISIP,NP,REGION VI,11,122.6667,ILOILO,BAROTAC NUEVO,VICE MAYOR,2010,0
GEORGE,DEMAISIP,PMP,REGION VI,11,122.6667,ILOILO,BAROTAC NUEVO,COUNCILOR,2004,0
GEORGE,DEMAISIP,UNA/AI,REGION VI,11,122.6667,ILOILO,,VICE MAYOR,2013,0
AGUSTIN,DEPAKAKIBO,KAMPI,REGION VI,11,122.6667,ILOILO,ANILAO,COUNCILOR,2004,0
AGUSTIN,DEPAKAKIBO,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,ANILAO,COUNCILOR,2007,0
BERNARDO,DEPRA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2004,0
GUILLERMO,DIAN,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,ANILAO,COUNCILOR,2007,0
GUILLERMO,DIAN,NP,REGION VI,11,122.6667,ILOILO,ANILAO,COUNCILOR,2010,0
ROGER,DIASNES,AI,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2016,0
JULITO,DIASNES,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,DUMANGAS,VICE MAYOR,2004,0
JULITO,DIASNES,NP,REGION VI,11,122.6667,ILOILO,DUMANGAS,VICE MAYOR,2010,0
TARCILA,DIESTRO,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,ZARRAGA,COUNCILOR,2004,0
TARCILA,DIESTRO,UGYON PARTY,REGION VI,11,122.6667,ILOILO,ZARRAGA,COUNCILOR,2007,0
BERNARD,DIEZ,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,SAN JOAQUIN,COUNCILOR,2004,0
BERNARD,DIEZ,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,SAN JOAQUIN,COUNCILOR,2007,0
BERNARD,DIEZ,LKS-KAM,REGION VI,11,122.6667,ILOILO,SAN JOAQUIN,COUNCILOR,2010,0
BERNARD,DIEZ,LP,REGION VI,11,122.6667,ILOILO,SAN JOAQUIN,COUNCILOR,2016,0
CESAR,DIGAO,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,OTON,COUNCILOR,2007,0
JESUS,DIMAFILES,AI,REGION VI,11,122.6667,ILOILO,BAROTAC NUEVO,COUNCILOR,2016,0
JESUS,DIMAFILES,NP,REGION VI,11,122.6667,ILOILO,BAROTAC NUEVO,COUNCILOR,2010,0
JESUS,DIMAFILES,UNA/AI,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
ROLANDO,DISTURA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,DUMANGAS,MAYOR,2004,0
ROLANDO,DISTURA,LP,REGION VI,11,122.6667,ILOILO,,MAYOR,2013,0
SALVADOR,DIVINAGRACIA,LP,REGION VI,11,122.6667,ILOILO,CALINOG,VICE MAYOR,2007,0
WILHELM,DIVINAGRACIA,LP,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2010,0
WILHELM,DIVINAGRACIA,LP,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
WILHELM JR.,DIVINAGRACIA,LP,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2016,0
DINO,DIZON,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,CALINOG,COUNCILOR,2007,0
DINO,DIZON,LKS-KAM,REGION VI,11,122.6667,ILOILO,CALINOG,COUNCILOR,2010,0
DINO,DIZON,LP,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
IAN JOEL,DOLENDO,KAMPI,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2007,0
IAN JOEL,DOLENDO,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2004,0
IAN JOEL,DOLENDO,LP,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
IAN JOEL,DOLENDO,LP,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2016,0
FREDO,DOLORFINO,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,BAROTAC NUEVO,COUNCILOR,2007,0
IAN,DOLUTAN,KAMPI,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2007,0
IAN,DOLUTAN,LKS-KAM,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2010,0
IAN,DOLUTAN,LP,REGION VI,11,122.6667,ILOILO,,VICE MAYOR,2013,0
IAN II,DOLUTAN,LP,REGION VI,11,122.6667,ILOILO,DUMANGAS,VICE MAYOR,2016,0
JELINE,DOPLAYNA,IND,REGION VI,11,122.6667,ILOILO,LEMERY,COUNCILOR,2016,1
DIVAN,DOPLAYNA,LP,REGION VI,11,122.6667,ILOILO,LEMERY,COUNCILOR,2016,1
DIVAN,DOPLAYNA,UNA/AI,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
ARVIN,DORILLO,LP,REGION VI,11,122.6667,ILOILO,CITY OF PASSI,COUNCILOR,2004,0
GENE,DORIQUEZ,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,BATAD,COUNCILOR,2004,0
ROSE MARIE,DOROMAL,LP,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2004,0
ROSE MARIE,DOROMAL,LP,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
ROSE MARIE,DOROMAL,LP,REGION VI,11,122.6667,ILOILO,DUMANGAS,COUNCILOR,2016,0
JANICE,DULOTAN,LP,REGION VI,11,122.6667,ILOILO,BATAD,COUNCILOR,2010,0
PEPE,DUMAYAO,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,AJUY,COUNCILOR,2004,0
PEPE,DUMAYAO,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,AJUY,COUNCILOR,2007,0
RODOLFO,DUMAYAS,INDEPENDENT,REGION VI,11,122.6667,ILOILO,CARLES,VICE MAYOR,2007,0
CRESENCIANO,DUREMDES,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,BALASAN,COUNCILOR,2004,0
ALONSO,DUREMDES,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,BALASAN,COUNCILOR,2007,1
BERNABE,DUREMDES,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,BALASAN,COUNCILOR,2007,1
BERNABE,DUREMDES,LP,REGION VI,11,122.6667,ILOILO,BALASAN,COUNCILOR,2016,0
ALONSO,DUREMDES,NP,REGION VI,11,122.6667,ILOILO,BALASAN,COUNCILOR,2010,0
ALONSO,DUREMDES,UNA/AI,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
PIO,EA,LKS-KAM,REGION VI,11,122.6667,ILOILO,IGBARAS,COUNCILOR,2010,0
FRANCISCO,ELBANBUENA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,IGBARAS,COUNCILOR,2007,0
EDUARDO,ELEGINO,LDP,REGION VI,11,122.6667,ILOILO,LEMERY,VICE MAYOR,2004,0
EDUARDO,ELEGINO,NP,REGION VI,11,122.6667,ILOILO,LEMERY,VICE MAYOR,2010,0
JOEMEL,EMBATE,LP,REGION VI,11,122.6667,ILOILO,TUBUNGAN,COUNCILOR,2016,0
EUGENIO,ENANO,LP,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
JOSE,ENCIO,LKS-KAM,REGION VI,11,122.6667,ILOILO,IGBARAS,COUNCILOR,2010,0
ISIDRO,ENGADA,LP/UGYON,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
ISIDRO,ENGADA,UGYON,REGION VI,11,122.6667,ILOILO,BAROTAC VIEJO,COUNCILOR,2010,0
ISIDRO,ENGADA,UGYON PARTY,REGION VI,11,122.6667,ILOILO,BAROTAC VIEJO,COUNCILOR,2007,0
CHITO,ENRIQUEZ,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,CALINOG,COUNCILOR,2004,0
CHITO,ENRIQUEZ,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,CALINOG,COUNCILOR,2007,0
MARGIE,ENRIQUEZ,LP,REGION VI,11,122.6667,ILOILO,SAN ENRIQUE,COUNCILOR,2016,0
MARGIE,ENRIQUEZ,UNA/AI,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
JOSE MA. NELSON,ESCANLAR,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,IGBARAS,COUNCILOR,2004,0
JOSE MA. NELSON,ESCANLAR,LP,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
JOSE MA.,ESCANLAR,LP,REGION VI,11,122.6667,ILOILO,IGBARAS,COUNCILOR,2016,0
GRACE MARIE,ESCANLAR-CRUZ,NPC,REGION VI,11,122.6667,ILOILO,OTON,COUNCILOR,2016,0
DANILO,ESCOBAÃ‘EZ,LP,REGION VI,11,122.6667,ILOILO,TUBUNGAN,COUNCILOR,2016,0
DANILO,ESCOBANEZ,LP,REGION VI,11,122.6667,ILOILO,TUBUNGAN,COUNCILOR,2007,0
DANILO,ESCOBANEZ,LP,REGION VI,11,122.6667,ILOILO,TUBUNGAN,COUNCILOR,2010,0
DANILO,ESCOBANEZ,UGYON PARTY,REGION VI,11,122.6667,ILOILO,TUBUNGAN,COUNCILOR,2004,0
VICENTE,ESCORPION,IND.,REGION VI,11,122.6667,ILOILO,IGBARAS,MAYOR,2010,0
VICENTE,ESCORPION,INDEPENDENT,REGION VI,11,122.6667,ILOILO,IGBARAS,COUNCILOR,2004,0
VICENTE,ESCORPION,LP,REGION VI,11,122.6667,ILOILO,,MAYOR,2013,0
VICENTE JR.,ESCORPION,LP,REGION VI,11,122.6667,ILOILO,IGBARAS,MAYOR,2016,0
JAIME,ESMERALDA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,IGBARAS,MAYOR,2004,0
JAIME,ESMERALDA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,IGBARAS,MAYOR,2007,0
JAIME,ESMERALDA,LKS-KAM,REGION VI,11,122.6667,ILOILO,IGBARAS,VICE MAYOR,2010,0
EDUARDO,ESMERO,IND.,REGION VI,11,122.6667,ILOILO,IGBARAS,COUNCILOR,2010,0
EDUARDO,ESMERO,LP,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
JOSEPH ALLEN,ESPAÃ‘O,UNA/AI,REGION VI,11,122.6667,ILOILO,,VICE MAYOR,2013,0
JOSEPH ALLEN,ESPANO,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,LEGANES,COUNCILOR,2007,0
JOSEPH ALLEN,ESPANO,LDP,REGION VI,11,122.6667,ILOILO,LEGANES,COUNCILOR,2004,0
JOEMAR,ESPIA,NPC,REGION VI,11,122.6667,ILOILO,LEMERY,COUNCILOR,2016,0
PANFILO,ESPINA,INDEPENDENT,REGION VI,11,122.6667,ILOILO,IGBARAS,COUNCILOR,2007,0
PANFILO,ESPINA,LKS-KAM,REGION VI,11,122.6667,ILOILO,IGBARAS,COUNCILOR,2010,0
EDWIN,ESPINO,LKS-KAM,REGION VI,11,122.6667,ILOILO,MAASIN,COUNCILOR,2010,0
EDWIN,ESPINO,LP,REGION VI,11,122.6667,ILOILO,MAASIN,COUNCILOR,2007,0
EDWIN,ESPINO,UNA/AI,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
LLOYD,ESPINOSA,AKBYN,REGION VI,11,122.6667,ILOILO,BATAD,COUNCILOR,2016,1
JOSE,ESPINOSA,KAMPI,REGION VI,11,122.6667,ILOILO,ILOILO CITY,COUNCILOR,2007,1
JOSE,ESPINOSA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,ILOILO CITY,COUNCILOR,2004,1
ROMEO,ESPINOSA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,IGBARAS,COUNCILOR,2004,1
ROMEO,ESPINOSA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,IGBARAS,COUNCILOR,2007,1
LOIDA,ESPINOSA,LDP,REGION VI,11,122.6667,ILOILO,AJUY,COUNCILOR,2004,1
GRACIOUS,ESPINOSA,LP,REGION VI,11,122.6667,ILOILO,AJUY,COUNCILOR,2007,1
ROMEO,ESPINOSA,LP,REGION VI,11,122.6667,ILOILO,,VICE MAYOR,2013,1
CAROL-V,ESPINOSA,LP,REGION VI,11,122.6667,ILOILO,AJUY,COUNCILOR,2016,1
ROMEO,ESPINOSA,LP,REGION VI,11,122.6667,ILOILO,IGBARAS,VICE MAYOR,2016,1
JOSE,ESPINOSA,NP,REGION VI,11,122.6667,ILOILO,ILOILO CITY,VICE MAYOR,2010,0
JOSE III,ESPINOSA,NP,REGION VI,11,122.6667,ILOILO,ILOILO CITY,VICE MAYOR,2016,1
JOSE,ESPINOSA,NUP,REGION VI,11,122.6667,ILOILO,,VICE MAYOR,2013,1
LLOYD,ESPINOSA,UNA/AI,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,1
NOEL,ESPIRITU,IND,REGION VI,11,122.6667,ILOILO,MINA,COUNCILOR,2016,0
JOSE EDMUND,ESPORAS,KAMPI,REGION VI,11,122.6667,ILOILO,IGBARAS,VICE MAYOR,2007,0
JOSE EDMUND,ESPORAS,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,IGBARAS,VICE MAYOR,2004,0
ELY,ESTANTE,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,ILOILO CITY,COUNCILOR,2007,0
ELY,ESTANTE,LKS-KAM,REGION VI,11,122.6667,ILOILO,ILOILO CITY,COUNCILOR,2010,0
ELY JR.,ESTANTE,LP,REGION VI,11,122.6667,ILOILO,ILOILO CITY,COUNCILOR,2016,0
ELY,ESTANTE,NPC,REGION VI,11,122.6667,ILOILO,ILOILO CITY,COUNCILOR,2004,0
BONIFACIO,ESTEBA,LP,REGION VI,11,122.6667,ILOILO,,COUNCILOR,2013,0
HARNIE,ESTEBAL,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,BATAD,VICE MAYOR,2007,0
HARNIE,ESTEBAL,NP,REGION VI,11,122.6667,ILOILO,BATAD,VICE MAYOR,2010,0
HARNIE,ESTEBAL,UNA/AI,REGION VI,11,122.6667,ILOILO,,VICE MAYOR,2013,0
EMMA,ESTOCADA,KAMPI,REGION VI,11,122.6667,ILOILO,DUENAS,COUNCILOR,2004,0
EMMA,ESTOCADA,LAKAS-CMD,REGION VI,11,122.6667,ILOILO,DUENAS,COUNCILOR,2007,0
EMMA,ESTOCADA,NP,REGION VI,11,122.6667,ILOILO,DUENAS,COUNCILOR,2010,0
ALFONSITO,ESTOCE,INDEPENDENT,REGION VI,11,122.6667,ILOILO,TIGBAUAN,COUNCILOR,2004,0
