First Name,Last Name,Party,Region,latitude,longitude,Province,Municipality.City,Position,Year,fat
SOFRONIO,SAN LUIS,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,MAGALLANES,COUNCILOR,2004,0
DINO CLAUDIO,SANCHEZ,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,BUTUAN CITY,COUNCILOR,2004,0
DINO CLAUDIO,SANCHEZ,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,BUTUAN CITY,VICE MAYOR,2007,0
EHRNEST JOHN,SANCHEZ,NUP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2016,0
ANDRES,SARSABA,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,BUENAVISTA,COUNCILOR,2004,0
ANDRES,SARSABA,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2013,0
SALVADOR,SATORRE,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2016,0
BENJAMIN,SELIM,IND.,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,NASIPIT,COUNCILOR,2010,0
BENJAMIN,SELIM,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2013,0
BENJAMIN,SELIM,NP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2016,0
EMMANUEL,SERRANO,INDEPENDENT,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,JABONGA,COUNCILOR,2004,0
JIM,SESCON,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,SANTIAGO,COUNCILOR,2004,0
ALFONSO,SEVILLA,LKS-KAM,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,KITCHARAO,COUNCILOR,2010,0
ALFONSO ,SEVILLA,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2013,0
ALFONSO JR.,SEVILLA,NP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2016,0
INECITO,SIEGA,KAMPI,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,LAS NIEVES,COUNCILOR,2007,0
INECITO,SIEGA,LKS-KAM,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,LAS NIEVES,COUNCILOR,2010,0
ROSELYN,SIMBAJON,IND,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2013,0
BALTAZAR,SINAJON,IND.,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,LAS NIEVES,COUNCILOR,2010,0
BALTAZAR,SINAJON,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,LAS NIEVES,COUNCILOR,2004,0
ANTONIO,SOLIMAN,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,LAS NIEVES,COUNCILOR,2004,0
TERESITA,SOLIVA,IND,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2013,1
JUVY,SOLIVA,IND.,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,REMEDIOS T. ROMUALDEZ,COUNCILOR,2010,1
NILO,SOLIVA,IND.,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,REMEDIOS T. ROMUALDEZ,MAYOR,2010,1
JUVY,SOLIVA,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,REMEDIOS T. ROMUALDEZ,COUNCILOR,2007,1
NILO,SOLIVA,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,REMEDIOS T. ROMUALDEZ,MAYOR,2007,1
TERESITA,SOLIVA,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,REMEDIOS T. ROMUALDEZ,MAYOR,2004,0
JUVY,SOLIVA,NP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2013,1
FLORENCIO,TACLAY,LKS-KAM,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,REMEDIOS T. ROMUALDEZ,COUNCILOR,2010,0
FLORENCIO ,TACLAY,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2013,0
FLORENCIO JR.,TACLAY,NP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2016,0
WILFREDO,TAGLUCOP,IND.,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,CARMEN,VICE MAYOR,2010,0
WILFREDO,TAGLUCOP,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,CARMEN,COUNCILOR,2007,0
WILFREDO,TAGLUCOP,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,CARMEN,COUNCILOR,2004,0
WILFREDO,TAGLUCOP,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,VICE MAYOR,2013,0
WILFREDO,TAGLUCOP,NP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,VICE MAYOR,2016,0
VICENTE,TALILI,INDEPENDENT,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,REMEDIOS T. ROMUALDEZ,COUNCILOR,2004,0
VICENTE,TALILI,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,REMEDIOS T. ROMUALDEZ,COUNCILOR,2007,0
ARCELO,TAMAYO,KAMPI,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,NASIPIT,COUNCILOR,2007,0
ARCELO,TAMAYO,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,NASIPIT,COUNCILOR,2004,0
JULIUS,TAMAYO,NP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2016,0
ANDRES,TAN,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,PROVINCIAL BOARD MEMBER,2004,0
ERNESTO,TAPALES,LKS-KAM,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,CABADBARAN CITY,COUNCILOR,2010,0
ARNOLD,TAPERE,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,NASIPIT,COUNCILOR,2004,0
VICMAR,TELLO,NP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2016,0
RONALD,TIMOGAN,IND.,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,NASIPIT,VICE MAYOR,2010,0
RONALD,TIMOGAN,KAMPI,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,NASIPIT,COUNCILOR,2007,0
RONALD,TIMOGAN,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,NASIPIT,COUNCILOR,2004,0
CHARLITO,TIU,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,KITCHARAO,COUNCILOR,2004,0
SADEKA,TOMANENG,KAMPI,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,PROVINCIAL BOARD MEMBER,2007,0
SADEKA,TOMANENG,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,PROVINCIAL BOARD MEMBER,2004,0
JOSEPH,TOMANENG,LKS-KAM,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,PROVINCIAL BOARD MEMBER,2010,1
SADEKA,TOMANENG,LKS-KAM,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,TUBAY,MAYOR,2010,1
JOSEPH,TOMANENG,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,PROVINCIAL BOARD MEMBER,2013,0
JAIME,TORRALBA,IND.,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,LAS NIEVES,COUNCILOR,2010,0
JEFARRA REY,TY,IND,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2013,0
JOHN GIL SR.,UNAY,NUP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,,COUNCILOR,2016,0
RENE,VARGAS,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,BUTUAN CITY,COUNCILOR,2004,0
HERNANDO,VASQUEZ,KAMPI,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,BUENAVISTA,COUNCILOR,2007,0
HERNANDO,VASQUEZ,LKS-KAM,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,BUENAVISTA,COUNCILOR,2010,0
ALFONSO,YONG,KAMPI,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,LAS NIEVES,VICE MAYOR,2007,0
ALFONSO,YONG,LKS-KAM,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,LAS NIEVES,VICE MAYOR,2010,0
DIONESIO,YUMO,IND.,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,CARMEN,COUNCILOR,2010,0
DIONESIO,YUMO,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,CARMEN,COUNCILOR,2007,0
DIONESIO,YUMO,LP,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,CARMEN,COUNCILOR,2004,0
LEONARDA,ZAFRA,KAMPI,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,BUENAVISTA,COUNCILOR,2007,0
LEONARDA,ZAFRA,LAKAS-CMD,REGION XIII,9.166667,125.5,AGUSAN DEL NORTE,BUENAVISTA,COUNCILOR,2004,0
JOSE GLENN,ABOLAR,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
JOSE GLENN,ABOLAR,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
EDEN,ACASIO,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BUNAWAN,COUNCILOR,2010,0
EDEN,ACASIO,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
EDEN,ACASIO,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
HELEN,ACEDO,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN LUIS,COUNCILOR,2004,0
HELEN,ACEDO,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN LUIS,COUNCILOR,2007,0
RIAN,ACEDO,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN LUIS,COUNCILOR,2010,0
RIAN,ACEDO,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
RON,AGCOPRA,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,TRENTO,VICE MAYOR,2010,0
JOHN ARBEE,AGCOPRA,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,VICE MAYOR,2013,0
JOHN ARBEE,AGCOPRA,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
RON,AGCOPRA,PDSP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,TRENTO,COUNCILOR,2004,0
RON,AGCOPRA,PDSP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,TRENTO,COUNCILOR,2007,0
PRIMITIVO,ALIMPOOS,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
CESAR,ALONDE,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,PROVINCIAL BOARD MEMBER,2004,1
PEDRO,ALONDE,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BAYUGAN CITY,COUNCILOR,2004,1
CESAR,ALONDE,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,PROVINCIAL BOARD MEMBER,2007,0
CESAR,ALONDE,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,PROVINCIAL BOARD MEMBER,2010,1
PEDRO,ALONDE,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BAYUGAN CITY,COUNCILOR,2010,1
PEDRO,ALONDE,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
PEDRO,ALONDE,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
ERNESTO,AMADOR,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BUNAWAN,COUNCILOR,2004,0
ERNESTO,AMADOR,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BUNAWAN,COUNCILOR,2007,0
NILO,AMADOR,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
CESAR,AMBRAY,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
CESAR,AMBRAY,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
APOLINARIA LENIE,AMPARO,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
AGUSANI,ANANORIA,LDP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN FRANCISCO,COUNCILOR,2004,0
AGUSANI,ANANORIA,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,PROVINCIAL BOARD MEMBER,2010,0
AGUSANI,ANANORIA,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,VICE MAYOR,2013,1
ARAMIS,ANANORIA,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,1
AGUSANI,ANANORIA,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,PROVINCIAL BOARD MEMBER,2016,0
AGUSANI,ANANORIA,PDSP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN FRANCISCO,COUNCILOR,2007,0
LUDY,ANDALE,NP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,TRENTO,COUNCILOR,2010,0
LUDY,ANDALE,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
LUDY,ANDALE,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
CHARLES,ANGGAYONG,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BAYUGAN CITY,VICE MAYOR,2010,0
CHARLES,ANGGAYONG,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,VICE MAYOR,2013,0
CHARLES,ANGGAYONG,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,VICE MAYOR,2016,0
RICKY,ANGWAS,IND,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
INEGO,ANGWAS,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,LORETO,COUNCILOR,2010,0
RICKY,ANGWAS,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
INEGO,ANGWAS,PDSP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,LORETO,COUNCILOR,2004,0
SOCARNO,AQUINO,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,ROSARIO,COUNCILOR,2004,0
MAGDALENA,ASIS,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BAYUGAN CITY,MAYOR,2004,0
KIM LOPE,ASIS,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BAYUGAN CITY,MAYOR,2010,1
KIRK,ASIS,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BAYUGAN CITY,COUNCILOR,2010,1
KIM,ASIS,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,MAYOR,2013,1
KIRK,ASIS,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,1
KIM,ASIS,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,1
KIM LOPE,ASIS,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,MAYOR,2016,1
IKEL,ASUNCION,INDEPENDENT,REGION XIII,8.5,125.83,AGUSAN DEL SUR,VERUELA,COUNCILOR,2007,0
IKEL,ASUNCION,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,VERUELA,COUNCILOR,2010,0
IKEL,ASUNCION,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
SAMSON,AUXTERO,INDEPENDENT,REGION XIII,8.5,125.83,AGUSAN DEL SUR,PROSPERIDAD,COUNCILOR,2007,0
SAMSON,AUXTERO,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,PROSPERIDAD,COUNCILOR,2010,0
SAMSON,AUXTERO,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
SAMSON,AUXTERO,PMP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,PROSPERIDAD,COUNCILOR,2004,0
MILA,AZARCON,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
MILA,AZARCON,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
DELILAH,BACERA,LP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN FRANCISCO,COUNCILOR,2010,0
ANSELMO,BADA,IND.,REGION XIII,8.5,125.83,AGUSAN DEL SUR,LA PAZ,COUNCILOR,2010,0
ANSELMO,BADA,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
ANSELMO,BADA,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
EPHRAIM,BADAJOS,NP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SIBAGAT,COUNCILOR,2010,0
EPHRAIM,BADAJOS,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
EPHRAIM,BADAJOS,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
TEODORO,BAGSICAN,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,ESPERANZA,COUNCILOR,2004,0
TEODORO,BAGSICAN,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,ESPERANZA,COUNCILOR,2007,0
TERESITA,BAGUIO,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,ESPERANZA,VICE MAYOR,2004,0
TERESITA,BAGUIO,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,ESPERANZA,COUNCILOR,2007,0
TERESITA,BAGUIO,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,ESPERANZA,COUNCILOR,2010,0
EMMA,BALAD-ON,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,PROSPERIDAD,COUNCILOR,2004,0
EMMA,BALAD-ON,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,PROSPERIDAD,COUNCILOR,2007,0
BELARMINO,BALAGOT,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
THOMAS,BALINTON,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,TALACOGON,COUNCILOR,2010,0
THOMAS,BALINTON,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
CELSO,BALMADRES,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN FRANCISCO,COUNCILOR,2007,0
CELSO,BALMADRES,NPC,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN FRANCISCO,VICE MAYOR,2010,0
ILUMINADO,BALONGA,PDSP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SANTA JOSEFA,COUNCILOR,2004,0
MANUEL,BANDONG,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN FRANCISCO,COUNCILOR,2007,0
RESTIE,BANDONG,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN FRANCISCO,COUNCILOR,2010,0
RESTIE,BANDONG,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
SARAH,BANGERO,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SANTA JOSEFA,COUNCILOR,2010,0
SARAH,BANGERO,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
AVELO,BANGERO,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
FERDINAND MARCUS,BANOSIA,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BAYUGAN CITY,COUNCILOR,2004,0
ERIZALDY,BARCENA,INDEPENDENT,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BUNAWAN,COUNCILOR,2004,0
ERIZALDY,BARCENA,LP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BUNAWAN,COUNCILOR,2010,0
DARIO,BARDON,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,VERUELA,COUNCILOR,2004,0
LEONARDO,BARRIOS,IND,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
LEONARDO,BARRIOS,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BUNAWAN,COUNCILOR,2007,0
JUNE,BARRIOS,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BUNAWAN,COUNCILOR,2010,0
JUNE,BARRIOS,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
JEAN,BASCON,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN LUIS,COUNCILOR,2004,0
JEAN,BASCON,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN LUIS,COUNCILOR,2007,0
JEAN,BASCON,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN LUIS,COUNCILOR,2010,0
CHRISTOPHER,BASCUG,INDEPENDENT,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BAYUGAN CITY,COUNCILOR,2004,1
ALFELITO,BASCUG,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,PROVINCIAL BOARD MEMBER,2004,1
ALFELITO,BASCUG,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,PROVINCIAL BOARD MEMBER,2007,0
ALFELITO,BASCUG,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,BAYUGAN CITY,COUNCILOR,2010,0
ALFELITO,BASCUG,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,PROVINCIAL BOARD MEMBER,2013,0
ALFELITO,BASCUG,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,PROVINCIAL BOARD MEMBER,2016,0
JUANITO,BASIANA,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SIBAGAT,COUNCILOR,2004,0
EDELBERTO,BASTARECHE,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,PROSPERIDAD,COUNCILOR,2004,0
EDELBERTO,BASTARECHE,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,PROSPERIDAD,COUNCILOR,2007,0
EDELBERTO,BASTARECHE,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,PROSPERIDAD,COUNCILOR,2010,0
EDELBERTO,BASTARECHE,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,PROVINCIAL BOARD MEMBER,2013,0
EDELBERTO,BASTARECHE,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,PROVINCIAL BOARD MEMBER,2016,0
ELVIE,BATOY,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
ELVIE,BATOY,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
JOSELITO,BELDAD,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN FRANCISCO,COUNCILOR,2007,0
JOSELITO,BELDAD,PDSP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN FRANCISCO,COUNCILOR,2004,0
JOSELITO,BELDAD,PDSP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN FRANCISCO,COUNCILOR,2010,0
MARDOVIC,BENIGIAN,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SIBAGAT,COUNCILOR,2010,0
MARDOVIC,BENIGIAN,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
MARDOVIC,BENIGIAN,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
JOHNMARK,BILLANES,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,TRENTO,VICE MAYOR,2004,0
JOHNMARK,BILLANES,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,TRENTO,VICE MAYOR,2007,0
JOHNMARK,BILLANES,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,TRENTO,MAYOR,2010,0
JOHNMARK,BILLANES,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,MAYOR,2013,0
JOHNMARK,BILLANES,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,MAYOR,2016,0
JOSIE,BINAS,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,ROSARIO,COUNCILOR,2010,0
JOSIE,BIÃ‘AS,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
HERMES,BITANG,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SANTA JOSEFA,COUNCILOR,2010,0
HERMES,BITANG,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
JOSELITO,BLEZA,LDP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SAN FRANCISCO,VICE MAYOR,2004,0
RODOLFO,BORNES,IND,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
RODOLFO,BOSQUE,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,TALACOGON,VICE MAYOR,2010,0
RODOLFO,BOSQUE,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,VICE MAYOR,2013,0
RODOLFO,BOSQUE,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,VICE MAYOR,2016,0
EDGAR,BRIGOLE,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,VERUELA,COUNCILOR,2004,0
EDGAR,BRIGOLE,LAKAS-CMD,REGION XIII,8.5,125.83,AGUSAN DEL SUR,VERUELA,COUNCILOR,2007,0
EDGAR,BRIGOLE,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,VERUELA,COUNCILOR,2010,0
EDGAR,BRIGOLE,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,VICE MAYOR,2013,0
EDGAR,BRIGOLE,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,VICE MAYOR,2016,0
BERN ANDREW,BRITOS,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2016,0
ROLANDO,BUAG,LKS-KAM,REGION XIII,8.5,125.83,AGUSAN DEL SUR,SIBAGAT,COUNCILOR,2010,0
ROLANDO,BUAG,NUP,REGION XIII,8.5,125.83,AGUSAN DEL SUR,,COUNCILOR,2013,0
